receiverAddress,Username,NewHam,NewHam,NewDegen,NewHam
0x349dcd1dfa694f7b2d27ec411f6a4d8ef891d86b,msanga,0,0,1790.36,0
0xe5ea40acaaeda55a51269c3aebf452b5be5a0d6b,kyomii,0,0,1721.98,0
0xff83574f9c797c4fca44a290552d0b668885c15d,mershad,0,0,1700.32,0
0x5fb8bbf7b9c064bcf41ad99cf8736b1b204ff9f2,jeyloo,0,0,1697.74,0
0x61b41947d9105c174dad4548537c58a2cef6c8fa,dexwhale,0,0,1677.77,0
0x2f0607aa5d12743aef4e8c642b5d94374588558c,banthafodderdan,0,0,1636.79,0
0x0fe843a32f63875d6262e583f47c3a64b664795a,babaksadeghi,0,0,1595.82,0
0x58ebbdb72cd8bcc07dc5f11ef91f8f67b4e9d054,artzydreams,0,0,1576.84,0
0xef49522a18a0488a0be5568df36fb2c4f828b99a,glambeckett,0,0,1551.8,0
0x64890f10a5b02bf10f170ddde4540b858005bb8f,pkok,0,0,1526.79,0
0x59766e72bf27f6944c5ad36c04c360c0e6f23ead,shamimarshad,0,0,1508.87,0
0xdb2135dfde06a81f47c27f70f004aaaa858cb7d6,vito4ka.eth,0,0,1495.89,0
0x7a48caf54817c6abf0dd2b1935e69ac84009dc45,hanisa12d,0,0,1485.45,0
0x26d46ffe6a687838edf80e693f651d85f61dda71,saraknaves,0,0,1478.28,0
0x6826ba168776251688d4e3a6c4ac430cf4f185a8,farazelahian,0,0,1447.71,0
0x0db12c0a67bc5b8942ea3126a465d7a0b23126c7,jc4p,0,0,1436.78,0
0xa8ab4bf498573a67653760ff0137d646d1c21223,sinarahmati7,0,0,1392.01,0
0x0681755aba9562a41ba05d1f5c8adbd1699bf599,lavira,0,0,1362.14,0
0xf89afaa93aa0d834e5937f12383faeef41285612,bizarrebeast,0,0,1361.63,0
0xa3b3ab59b7c03b942597c8633174409ea58bbea6,irtimu,0,0,1340.53,0
0xfbc413a3ad39458f23a32865bb7467b2ebded0fe,inabahoor,0,0,1265.84,0
0x10cfbfe6e2fdf2e7adef48e35a5c325a50782abf,sofi888,0,0,1242.7,0
0x8e19969e14cb17bc4fe528073cb3b1683cd74740,eggcooker,0,0,1237.63,0
0x55755bc17f985ea7370a407825762771c065ad1e,narayansena.eth,0,0,1235.76,0
0x4c31a03f32d263bad138de520d3cc27af4dfa16d,sallysharifi,0,0,1221.04,0
0x0ec41277f932ca8f1a7f657764522aed4040b52b,redriverisred,0,0,1218.66,0
0x5243c3faf2fc7909082c857634ad2e61143add49,angelikakollin,0,0,1215.12,0
0x241ee6d40b6642c630b4f1501bc24017d8080302,samareh,0,0,1193.2,0
0xb3ae363c083d2fdb4580733dc805b28f66f29d1f,wellzy,0,0,1182.14,0
0xddc9520acb5d1923412674a4ce07bb2e32ff0ac7,srimoam,0,0,1124.09,0
0x3c515f7776f41ffc9df45a4bbd515c85e21aba62,siadude,0,0,1124.04,0
0x6b5a0a9e16301ad1d41653bf47bec5c2e4538ec4,kylo,0,0,1112.22,0
0x8a80e1299ee31908fc8f19b5bc409a2e46a0b93b,zachlipp,0,0,1096.22,0
0x2315c54b1d9d013ee791041025aa42a49abf853d,awedjob,0,0,1064.44,0
0xbe14b9950dc61642a084eab491fa516d8fe557e6,humpty.eth,0,0,1047.14,0
0x300db63d96b5b5061560e4f1ba7a04277ba14917,maheshb,0,0,1041.87,0
0xa7c3b6c27e782e18b01c1a1a577548add6d9bec9,narisofka,0,0,1029.04,0
0x9ffaab6c24d4fb58d61b26b08c8795e9e323f28b,thedude,0,0,1028.71,0
0x4a12d8389696eff9294dece42a648588eda0f56d,sahil,0,0,1018.67,0
0xbe7bfad8952ae92abb8779aa4d6826839e82fa3d,0xhellia,0,0,1012.62,0
0xceed9585854f12f81a0103861b83b995a64ad915,nounishprof,0,0,1009.81,0
0x650e699bd6698fd1acf99410852ce9c3b77c65b9,noface-art,0,0,996.05,0
0x9095de52c39f22b324f0c565d5c6ef1236fc6bc6,odysseyheart,0,0,988.65,0
0x796a08a19d2aabaf14afc05d93c8e00cc242b38d,dee21,0,0,981.43,0
0x8f2a8c092424e82e2f12649b9b5157b7907f3b40,itsazizullah,0,0,979.59,0
0xab6de767c2887c328bad7acfad63be38c341ee2c,somayehhypernft,0,0,966.85,0
0xc793ee64e6ac6239c527fd041a78a8fcaa245e4f,claireujma,0,0,956.97,0
0x97c77079530a75a0d85607c6dbe637e0b042929a,amosnena,0,0,948.39,0
0x001c213fc52654c2a3dc3ad4f7ac5233f2a31df7,mehdi-benembarek,0,0,938.98,0
0xe6edd8a268f1d339a558c83c7a94051a9ab1863a,pedronosandrine,0,0,926.8,0
0x4fe4987b946069edb95523a969661a6af87fb2a5,proshanto,0,0,918.16,0
0xc8ae9e626b396c1d8eb02d2980e073e8d3bb9ecb,annagrace,0,0,915.98,0
0x98bb6321aa10562ba458e9e449485a9d93520263,altagers.eth,0,0,910.15,0
0x5326888ade036224e878745e7e062057b80a9d12,jeroenv78,0,0,898.65,0
0xceb98084a5b30791b2897aec5286519a7583dbc7,ayann,0,0,891.88,0
0x59ed4b96db0cf824b10e31eb477e174c08c6bdd5,heyake,0,0,887.77,0
0xdbb70ac885fee2e118fc7d35f1fa29d030e09e11,codymayer22,0,0,885.87,0
0x6d5e5ba88861df8dba0eb53ebad1ba89eb4b238b,ckbubbles,0,0,884.13,0
0x508dd44ff3404e618d430d4562c3773b073a5ccc,kylepatrick.eth,0,0,870.92,0
0xa5d9bf36c5de27f11cadea7f20f3afd625c6ca18,aliced,0,0,860,0
0xf1e7dbedd9e06447e2f99b1310c09287b734addc,jacek,0,0,855.09,0
0x97d7213c0c131cc4f2d77a0acf8b56e37449493c,sheena,0,0,836.71,0
0x4b91475af6ec45997794b513349aadf7772de95a,ozengk.eth,0,0,826.62,0
0x79a986b8605408232909fbd818b7bf587e3e19e7,shahbazbaaz,0,0,819.27,0
0x83d6ad420b89589cb7d7d95148d87eb29a03e80e,alistarphoto,0,0,813.57,0
0x57343bd52129cb496c22ae05c443fa5343022b2a,hanisart,0,0,809.75,0
0xaa3ab1f210cdbf5364b99ed696b12c1f49b70d4f,phos3,0,0,807.45,0
0x2c236be4a7b9420156df76eee07cd1ad35850038,seeimagery,0,0,797.54,0
0xefe45908dfbeef7a00ed2e92d3b88afd7a32c95c,deodad,0,0,785.54,0
0xab3627317c43d394eb171170f818153b976d28a3,ilannnnnnnnkatin,0,0,785.22,0
0x9a064a0ef88393662de416a59fa4cbe9f4900fc8,deriniti,0,0,775.34,0
0x1847a58d11903ecd73ee8bf71ad801d7ed82ca97,rosstintexas,0,0,768.42,0
0x1efcf02c05d7866ad2691d41b3a283e7da3b9c2d,nftsariyildiz,0,0,747.27,0
0xd99c74b587373c77c7c9ad05f613baf3fe871434,barbarabezina,0,0,739.09,0
0x5a6a84fb9063af1d83d0ac4809697a40715a1530,kristinpiljay,0,0,734.45,0
0x0aa55b5405e21dd0c3ebcd06a5d0a982fdb44eea,opstudios,0,0,727.68,0
0xf63ff253b9b075b32e4d12d2423b0b10e5e4c807,peyvand,0,0,721.78,0
0xa5809f9e37d50f65e3e925e71d6337ce5491c681,kittyy,0,0,721.39,0
0xf3b06b503652a5e075d423f97056dfde0c4b066f,ferran,0,0,720.34,0
0x063eb8adfebaf1b0e12b32161ba299e4bcc28215,selenaa,0,0,704.51,0
0x8036bb84031e60a1bac93078c0e59bbd5e485db9,miguelgarest.eth,0,0,701.85,0
0x2b43b50f6378747984058a9c290e4fabdedefc04,asal84,0,0,692.1,0
0x8d25687829d6b85d9e0020b8c89e3ca24de20a89,stephancill,0,0,690.38,0
0x6a4d22c010955077e6e40d3b2367a56bb8203224,mmups,0,0,689.61,0
0xbee07579e900c5aac86317a345dd9e0286eb55ad,syed512,0,0,687.42,0
0x1a8bbd640a2424c07c2d4ccef881a496251ce971,yana2203,0,0,687.37,0
0x897fed9144674e36e49a73c5d4b714183ff5a70e,trillobyte,0,0,686.86,0
0xa9a3266f73d629c19189f461ac8ca42801b2288c,milibooo,0,0,684.4,0
0x7eb341eae76e89ca28e285552e8613d3ea3c37a8,rosekeyes,0,0,684.2,0
0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f,ccarella.eth,0,0,680.85,0
0x80d47d88300b82e7ba1d8899a926f6b0f7e4d832,teledildofonics,0,0,677,0
0xdc783b3cb88fdb2b01c61997746b655d7b54003e,charoa,0,0,674.42,0
0x849151d7d0bf1f34b70d5cad5149d28cc2308bf1,jessepollak,0,0,671.29,0
0xb5aa9fa06bf6bc1ccabdb76ac7473264ab31e974,panah,0,0,666.42,0
0x7960f1b90b257bff29d5164d16bca4c8030b7f6d,compez.eth,0,0,664.8,0
0x91137bf8d5e95ce028235f38dbd7274a50d0f258,tinyrainboot,0,0,660.97,0
0xa218e658f1f863147caa781610170f6b5f48de21,marcelonada,0,0,656.92,0
0x954e28580e05acdab8782091bc99a4ae96c72de7,entman,0,0,656.19,0
0xfdb9fd7194921c435e2999187a8627301c45da36,hankmoody,0,0,653.5,0
0xcc5b9b35cf05dd6c1b9f2362700cb579fe30c2fd,pinkman16,0,0,652.73,0
0xf3c0f24eca4b1c02117711c7945ce1fbb19c0940,trebor69,0,0,652.14,0
0x10d503ffe3b10fc43285396de53d4df66a7a15e5,sarahc,0,0,649.93,0
0x720d3a3aa7c6bec98be27a64b9f4f42eb79badc4,ismene,0,0,645.99,0
0x8436652f17f0dd46a84ad0a2637a11a86e9e6036,vxn,0,0,631.52,0
0xa312a2a835bdcda893020ce23871470ffd26b990,bitfloorsghost.eth,0,0,628.13,0
0xdd1865171d0a738a83b3f690c428f312d82f1694,amada,0,0,619.42,0
0xae32e3dce0c4d911974dacaafcceefe78f4b9a9a,himitsu,0,0,613.57,0
0xf179ebdee5cc7602ba7d75ead89c583014f5779a,womensmuseum,0,0,613.45,0
0x97754af3b89705b8701d4084e1ebcdbc29ffeeef,ksuanosova,0,0,611.84,0
0x49112c36ec09cf0f5ed46bc5fe98115ff32c0234,haniz.eth,0,0,610,0
0x465eba94ec620c73ea74cbffff1c180d7c676e96,nutscity13,0,0,609.71,0
0xc77d66286d8832112225de79717fbaac4727a901,yerbearserker,0,0,608.67,0
0x42b79f4279edf1c404c664fcfbbc6fa3f1d803a9,girl-ua,0,0,608.04,0
0x20d6702447969489361f4a924f14a19cb1758248,tashacrypt.eth,0,0,600.94,0
0xc9eae131858bb939e5117b283dc2ca70b0589fc0,joellelb,0,0,598.19,0
0xf86a7a5b7c703b1fd8d93c500ac4cc75b67477f0,v,0,0,593.41,0
0x4d76a3e5a55f843ab7d4fb50e5ae194817720e6e,brooksgallery,0,0,590.9,0
0x1be287cd72acaf5d3eabc44b732bd71bba4e30f6,cryptonjal,0,0,587.19,0
0x4ac8923ab14ca8082222e3c12e11aa9b3a9dfa74,marzbal,0,0,578.59,0
0xc47f7cc34dd2313fd36b1c81f2ef860fce7c2f37,classeart.eth,0,0,574.06,0
0xa3aaa3150281b7608b58139afd3b12a961abcd45,violet,0,0,571.42,0
0x74fa01a5d0ef8039f1e14f4d4c8f90e8602e07b4,links,0,0,570.86,0
0x798c774916596e2cb9c0c9ec4511807d990f5db2,azbest,0,0,568.45,0
0x1ee3b96a8e68f22ec9070543775a6f7fc524ae44,yalda6411,0,0,565.81,0
0x72da293d71f1dc131de6a3bec8fa23b619fe909d,avaaaaart,0,0,564.68,0
0x538c4f2afa012911851dadf0655cb61377e7a8eb,deployer,0,0,564.34,0
0x1fcaaeaec42775ec593810116779629bd93853f1,dyrnt,0,0,561.01,0
0xa7d0898038973b151cb532061a2ea7c4f9c6efff,nastaran-t,0,0,559.52,0
0x1d0ef68a85e7e1f461775aadd08d5eb771287441,antwoman,0,0,559.33,0
0x96a6e33c4783d240ceafcd75fe7a7d8c8be88e2c,mehrad,0,0,556.56,0
0xfee22e2ce7808ba88e5dbee52388e6f4a2eb0f42,popszi,0,0,546.48,0
0x380d89b06a1a596a2c4f788daaabc2dcc6493888,svvvg3.eth,0,0,546.48,0
0xb57381c7ed83bb9031a786d2c691cc6c7c2207a4,goldie,0,0,541.27,0
0x6fb53031e2b3d7d4d6f7fad6d69952f87477bc82,arrotu,0,0,540.41,0
0x9a5feab2a4dc7b67d35c0ccb496262892fd89367,bay-photography,0,0,529.16,0
0x8186505fabdbe4765b14ba463aaaf6e46ea163ae,ezekielart,0,0,524.35,0
0x561fad59c0f31f36ed9fe8d560ea770a6d5abb32,garyweinstein,0,0,521.8,0
0xef0c7cffb028ecbd015e241dc00066aa804fa861,latif,0,0,519.97,0
0x7dccc79361b0227a85c2ff788ca240d31f2a78d0,inceptionally,0,0,517.61,0
0x01ad75dc5a57680bd83bef6b9ba91dd21520543f,catswilleatyou,0,0,516.79,0
0xc628face552d113e80931ef1348de32f12cf783f,blakefinucane,0,0,516.51,0
0x651d699af32cd71b5573571935c99c35f074dd51,tornado-,0,0,513.42,0
0x407425cb78339f5cf3930e2cb26153dd7fd1f739,pouyaneth.eth,0,0,510.59,0
0x4e7987e413caaf8dbca3cf8d4a372cc260385078,frogish,0,0,506.91,0
0x64e5b9109ecaab9906642a34aa1d06f9e29ceb67,carla5562,0,0,503.79,0
0x811a686c8f511fc7a152681601c54a63a5e0e624,fmmm10qe0,0,0,496.97,0
0x140a824fe0c013aa969f681b5312ef5c3a39cdb4,arseniy.eth,0,0,492.23,0
0xebdb4f871fff3add1afee782077b9359a8ce8060,jacy,0,0,487.77,0
0x685403a926846d4fd11ab93b75d5fff5a7187190,rinna,0,0,487.14,0
0x2fb0e475f6d495dfdfd9176af9113f48f7687565,nimaleophotos.eth,0,0,479.92,0
0x16ca9fdabcb2b6e734f092bd214faa765d4889c2,maic,0,0,473.82,0
0xeb06ef5a4d2fd76e9057995a6ea9d77009b32cff,vanillasky,0,0,469.67,0
0xe703a7fe92c62ddd1934920d0fb18963c7660b13,torii-stories,0,0,462.31,0
0xa76c1eb38282b919f46454278fccfc3ae6500061,maandaanaa,0,0,462.21,0
0xe8995aee06f518de9865917ead8aa489d1034649,pommommam,0,0,457.69,0
0xff1beb7606b9d33da646d8dc7844ff364ddfb9ba,ladan8004,0,0,455.24,0
0xa032af19029667fc7ad842d65d524e62a16cc4ca,best,0,0,453.32,0
0xa2fb6967a323cef8b481e88b39539fbc22d61e09,manuwilliams,0,0,452.16,0
0xbcd980d37293cbee62bf5f93a26a0b744c18964d,kinwiz,0,0,451.06,0
0xdb34d136ec9fe827aadbe33eea90162d8e9d4487,elfearsfoxsox,0,0,449.56,0
0x0aa34eb615ab330b64060ff9fa994e72a7a95b59,ted,0,0,449.27,0
0x1cde201aefc97fec54eadfcaa9c31171ba435250,investanything,0,0,448.97,0
0xb27441903ad95e2c1edf8214f9b07d6a02d5a3dc,saniko,0,0,444.34,0
0x1ecec73639f8d1d720b80c0bcf93418c5f4204c6,antonis-tsagari,0,0,442.08,0
0xdb514dcf68146a11c1911b18d8d2bbfee5b81121,msh,0,0,440.4,0
0x80a6097611c63b5423158311378e53dbb4db3b3f,freshte,0,0,433.19,0
0x6fef965fe935ebe7c569176c857e1b5e5ee8c34b,jeffjordan,0,0,427.63,0
0x9e9f9d4327ba7001528ad6511a6d9991cb41bfff,sahel,0,0,426.16,0
0x08e0a3e752d1338c0f02b986b9504f1009a962ca,jeffmihaly,0,0,425.48,0
0x7ab86d27fe5a90099b11091d300dfc5c57bede5e,0xrayzen,0,0,422.8,0
0xf70648e2ef85165afece82cfa7bc82ddaf2842c5,jenniffer,0,0,421.01,0
0xb07cf1b6d7661de58a59a30845b4a39b3906884a,jolenecasko,0,0,420.81,0
0xa3cdd8dc1d0973db547e427e6ef5e82efaa5b63c,yonfrula,0,0,416.9,0
0xb3866e0292d10ee4bf69534479b5113697d1c681,eclecticmethod,0,0,414.97,0
0x888bbb72d1eeafe4af685bf34522d632bf1ac3bd,joain,0,0,414.95,0
0xe2a806b6ac9d6e8717ea2c15a1766c36fe415c76,rose0,0,0,414.83,0
0x8e63f10eec41c086f40d2bdafc8e07a96128adb3,daojoan.eth,0,0,414.6,0
0x564d29d85cf45d5a1f1c7a45474c67b89f0eb29e,erikx,0,0,413.92,0
0x6ba5f3d05c9b80f8220e0ed1f2a8db91ff493577,soniaperez,0,0,413.67,0
0xd49e55b8078dec84a3c0315fd76d89047768d0a3,luigistranieri,0,0,413.47,0
0x5d85e0403f815ce6b88fa7653ee84e46e5f59b95,anemale.eth,0,0,413.27,0
0x7c7fad15f5686dbffdefef96e8d0a4341eb212f2,ehsan6655,0,0,411.07,0
0xf3965d88b3c7581f01902eb17e79c02e6b6273a4,kingedward,0,0,409.85,0
0xfbd39c29dbbbe1f3e563e2a8233262c29040efef,aviationdoctor.eth,0,0,409.32,0
0x91a8877672eb717d740552aafdcae00d4b64d139,jasminearts,0,0,407.66,0
0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,linda,0,0,401.05,0
0x5f297115de7dd266cf9145cb1a384923ec75f4b1,amith,0,0,399.56,0
0x89721f49743e76b5f5b562a488ecc5f8ac355a3c,naruto007-eth,0,0,398.5,0
0x4d913241218c82972dfd2386d61a60e88f1701cc,iamjuliarosita,0,0,396.94,0
0xbdddfb2ff21efcc00a2ca5a7d1fdc5798c98f07b,aqueous,0,0,394.78,0
0x7fc53dfff734d7cb9f533154344e4d569a34f8e8,mariafynsknorup.eth,0,0,394.25,0
0xbf74483db914192bb0a9577f3d8fb29a6d4c08ee,warpcastadmin.eth,0,0,393.06,0
0xe6e6c0ddf053822bbbc1f39218f30ea25fca58dd,gmonchain.eth,0,0,391.69,0
0x317970b030bd686f855ac72b4d96ec6bc0116a3a,mazin,0,0,390.36,0
0x6602f7b883eccf85a4aa3e34d466ee7986af9cc9,maxcreatee,0,0,389.37,0
0xb63c8f6f2d1bd1ec17a063c422b4282d871704e8,iamkeegan,0,0,384.04,0
0xf58d4bcf9bf4d30334dfed66d5d4db63147979b1,entter,0,0,383.31,0
0xda0f9f916db23d3c8c097376f60196483550869b,rskagy.eth,0,0,378.9,0
0x05cee3a59e550b7b79991d0eb17344b2f8b52160,arob1000,0,0,377.99,0
0x8e47f230c4240138ea7e7d71b0cc18224b40cd43,innamosina,0,0,375.21,0
0x925afeb19355e289ed1346ede709633ca8788b25,phil,0,0,373.77,0
0x38a75d96ef49edbc21dba45f57c05566c9b192d9,atenajafari,0,0,373.66,0
0xbbc12739b9836c00c5966dece641e0cd2b837155,skyer7.eth,0,0,373.08,0
0x3afb6fc18b7076087a72ccc6f21d732c4b253da9,yedai,0,0,372.16,0
0x1a2448b174904c721b1ae3061a544a5b72352d60,0xfarnush,0,0,364.42,0
0xddf9aedc737d396f6463c6af8460cfc87c246a8b,niloofarmd,0,0,363.17,0
0xfa7f04469f2b1bfd97d0443fb98b3ad98522489c,selenevisions,0,0,360.83,0
0x88d0e89e7f502aa49a564b683e19089c771776c3,sayangel,0,0,360.83,0
0x1964923a14701b45f2e36ff39fb19f40749eb011,compusophy,0,0,360.83,0
0x31930dc73753df11424a1ba49b4d836c14bda4d0,tkzs,0,0,358.71,0
0xe450637a5b515d5bb09d2b75cb4ca89700cc410c,debbie,0,0,357.26,0
0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,toadyhawk.eth,0,0,355.45,0
0xa4b80c8b118c50a292a8597a2ba48d9e6eaec8dd,tipdotmd,0,0,354.54,0
0xd50064c2d931ca187c302bb036a831bc05b3f733,beyondsoraya,0,0,353.38,0
0xc99183a86619a1f5045332a3b8db14649a9afd8a,dandelion,0,0,351.54,0
0x7e8409156d7027485f1391422befefb902bc2035,farabish,0,0,347.69,0
0xaf9601fdb9c41a86848d37242dd34099cdb84127,gressie,0,0,345.08,0
0x9f327969a2aead18c7d0424c537a05c597080261,victoresteves.eth,0,0,343.77,0
0x7dc30156dce3c6e909a9f5e5fd56aec936361209,afrochicks,0,0,343.47,0
0x1a1136a351fb653df6af838442c9fdf44f2f42d8,juliakponsford,0,0,343.47,0
0xe588a2b38f24c72e30535885d645ceba44480d1b,aoifeodwyer,0,0,343.06,0
0xde1da096a49e503906bd83ab8d10b2c5026df1fa,nasty-stz,0,0,342.33,0
0x785040c44a4c706fba22fe2bc34f0a7bd5b93a9c,emaaa,0,0,341.96,0
0xbbd8059388486e5b3188d50e1ec54eaafeae9d79,fraulaubakh,0,0,338.94,0
0xad77f6e6c427ed0f66349820317217a2092b7220,burrrrrberry,0,0,337.99,0
0xfe74f40ac5dfb884b49fa2c86089cecbf5b76237,stalomir,0,0,337.12,0
0xbd83dbb0498a9a527a6405a4eb85e5f83bb59be5,feyzullah,0,0,336.56,0
0x9f5e9a4934929d59231d905a8a0554807cc3db08,sarahdigilife,0,0,335.81,0
0x71af439d36551c2b42e1d34089ef26c7f572b271,sarisoori,0,0,334.96,0
0xa7e0c7edf9a81fdcd2c99a056ac42c60b1333d95,chomu,0,0,334.09,0
0x4a4988d7b9295d186610e91d76d360b55838c02d,trapers,0,0,331.51,0
0xa0137c03a31df0adc26f0c537c7cd4bbbf17e309,after11,0,0,327.69,0
0x59c6104e9b280a4b5d50103d300cdabb8640c3a9,0ffline,0,0,326.72,0
0x1a3e2847d38cb68bb407a7e6a73a918a58fdcf3a,pelingenc,0,0,326.19,0
0xbf6f895ee174e959efbad35ae9ee7807f37f9c03,lewisosb,0,0,324.29,0
0xd1642fcc093202f30e64d28eb8de8d0714958f8f,sgniwder,0,0,324.23,0
0x21ad80007ada4059d8abde6a0142142ec6a89096,showan,0,0,323.81,0
0x0d3c16f2d152373539610da87d231f4d78f73a35,duodomusica,0,0,320.72,0
0x63396c40c4d51921f983294df2c92ccca3584f30,patriciaxlee.eth,0,0,320.27,0
0x58c86637c84730d61023eade6e5d8b4792a1097d,makshaeva,0,0,316.21,0
0xf376935e9fdad72b9fba587a3a5b9ebd0c6fcdc9,zahrasalimi,0,0,312.45,0
0x4683aef58084fc762ea37fa51323898130178247,ddoxyz,0,0,311.31,0
0x1edcd6be0b63316a75f79cb970401746958dcf11,padeshah,0,0,309.51,0
0x316822580ee3725209fd96b1208ef53b73825e56,wanderloots.eth,0,0,303.5,0
0x47cd9ff80446fdebc4f9b697ea5858cde5ae01f6,bitsizzle,0,0,302.9,0
0x3edf30c673c343174bca57c67d36776a3f82848f,papillo,0,0,301.66,0
0x6234ceccfeca398e0a68ca7d18638b9cdad1ea32,pedramiix.eth,0,0,300.76,0
0x648fcc555a9c9c64c39c7b3c2354b5458ce5d332,slvku,0,0,300.3,0
0x238091f435824b357fb6fd3f2be88e7a6287fed7,alma6770,0,0,299.77,0
0xbace13d5884e08ed18334b98a902cc3118b036c6,siablo.eth,0,0,299,0
0xa2eae178f372220ff6c6d8cacd63efe4e4b44525,shaya,0,0,299,0
0x87e1bb9424c7ec0ab2c43acca1eba833d1515c7f,amc,0,0,299,0
0x281ba139840a7497a6ed40a20ac0a4b0a5d604f0,samaneh9297,0,0,298.49,0
0xdd3bf199e65bba74144a9a1c0dfaeda32b911121,july,0,0,295.46,0
0xbb0736dab65078c1a8f679a01de2438ccca8f4c1,heavygweit,0,0,293.57,0
0x589a4d21780b2ecf0cfd9bc5faa9b5fca88d7a54,svetlana,0,0,293.47,0
0x673460953de8a52d1ccae3c7e31fd445da99928e,lucianaguerraok,0,0,288.72,0
0x83ab8e31df35aa3281d630529c6f4bf5ac7f7abf,skuhl.eth,0,0,288.67,0
0x5f7833d75749a40243658e02b3405cfc0b7452ef,lizajovan,0,0,286.42,0
0x09172f281b027278da4a610c388dedd249be5879,aidamj,0,0,282,0
0xa0eae141de4f134779b51af0cbd78dad9163d78b,romo7,0,0,276.9,0
0xdb9c7cbd85d73583d16d6c98161cad39af397a88,shahinhizhaa,0,0,276.83,0
0x3ac61447a75149ba67639100ecc92c76fb20941c,fercaggiano,0,0,276.52,0
0xf0fda74b4797d2f9e59faf27432017f74dba1286,vannesh,0,0,273.71,0
0x6103db016cfc2dcfa338b661ed4818cdbd6db48f,moonparis,0,0,272.8,0
0xbfdfe0b764bff626ecb1f746242e0ef4f230f8e1,hind,0,0,271.56,0
0xc640382b911e919268137da183bdbea77b740d0f,4050,0,0,270.77,0
0x26fa78b90f72b5816252a9eb3a13d9bc1fea1549,cartoonistsatish,0,0,270.67,0
0xcf466edbe1ca3b3d09e949a35b69e65f28371471,virginialori,0,0,270.59,0
0x588a2b6135305ded4f885ab8ee5223a721b814ac,sepimnft,0,0,270.59,0
0x97d7968c75b43536266acd77e928b11bdc4bb6ab,rumbl.eth,0,0,267.11,0
0x41ce6b05b1ad2dd84b1076e1b4705295c3eef749,ch1m3z13,0,0,264.33,0
0x931b5ad8d05dc53d543ac4e5827dc1127d53a740,macbeth,0,0,262.44,0
0x85e87b6efdb4c303f0893f5da322f3b315448edd,nicer1,0,0,261.59,0
0x6f49b3525cba07bc7353d3158fac619715c98d1a,moonshay,0,0,259.26,0
